object_name,object_type,package,namespace,created_date,last_changed_date,developer_id
Z_FX_REVALUATION,Program,Z_INTERFACES,Custom,2005-01-24,2011-03-22,DEV_LINDQVIST
Z_TAX_ADJUST,Program,Y_LEGACY_TOOLS,Custom,2008-11-30,2010-06-19,DEV_BRANDT
Z_TAX_ADJUST_V2,Program,Z_FINANCE_EXT,Custom,2010-05-04,2023-03-17,DEV_FISCHER
Y_AUDIT_EXTRACT,Program,Z_FINANCE_EXT,Custom,2006-03-06,2008-11-04,DEV_NOVAK
Z_KPI_EXTRACT,Program,Z_REPORTING,Custom,2015-01-21,2023-09-22,DEV_FISCHER
Y_MONTH_END_HELPER,Program,Z_INTERFACES,Custom,2009-12-20,2022-10-18,DEV_BRANDT
Z_INTERFACE_MONITOR,Program,Z_MIGRATION_2011,Custom,2016-09-11,2019-05-20,DEV_TANAKA
Y_DATA_CLEANSER,Program,Z_REPORTING,Custom,2014-01-04,2023-07-25,DEV_OKAFOR
Z_MASS_UPDATE_MAT,Program,Z_SALES_EXT,Custom,2006-10-24,2013-03-23,EXT_CONSULT_02
Z_MASS_UPDATE_MAT_V2,Program,Z_LOGISTICS,Custom,2011-03-03,2025-01-01,EXT_CONSULT_02
Z_QUOTA_CHECK,Program,Z_FINANCE_EXT,Custom,2013-07-18,2024-11-25,DEV_YILMAZ
Z_BONUS_CALC,Program,Z_SALES_EXT,Custom,2007-07-27,2021-09-07,EXT_CONSULT_01
Z_RETURNS_HANDLER,Program,Z_REPORTING,Custom,2010-02-15,2019-04-13,DEV_FISCHER
Z_COMPLAINT_LOG,Program,Z_MIGRATION_2011,Custom,2007-02-18,2014-01-04,DEV_NOVAK
Z_COMPLAINT_LOG_V2,Program,Z_FINANCE_EXT,Custom,2013-05-25,2016-06-04,DEV_TANAKA
Y_SHIPMENT_TRACKER,Program,Y_LEGACY_TOOLS,Custom,2006-12-01,2008-02-03,DEV_NOVAK
Y_SHIPMENT_TRACKER_V2,Program,Z_MIGRATION_2011,Custom,2013-05-11,2015-12-02,EXT_CONSULT_01
Y_CREDIT_REPORT,Program,Z_INTERFACES,Custom,2017-08-07,2020-09-12,DEV_OKAFOR
Z_DISCOUNT_ENGINE,Program,Y_LEGACY_TOOLS,Custom,2014-06-27,2015-02-26,DEV_YILMAZ
Z_SEASONAL_PRICING,Program,Z_INTERFACES,Custom,2016-05-19,2018-05-21,DEV_LINDQVIST
Z_WAREHOUSE_MAP,Program,Z_SALES_EXT,Custom,2012-11-08,2024-06-22,DEV_FISCHER
Z_WAREHOUSE_MAP_V2,Program,Z_FINANCE_EXT,Custom,2017-11-17,2019-07-16,DEV_NOVAK
Z_PICKLIST_OPT,Program,Y_LEGACY_TOOLS,Custom,2018-12-12,2024-11-18,EXT_CONSULT_01
Z_PICKLIST_OPT_V2,Program,Z_MIGRATION_2011,Custom,2010-12-31,2010-08-26,DEV_LINDQVIST
ZT_CUSTOM_TABLE_01,Table,Z_FINANCE_EXT,Custom,2011-12-07,2018-08-15,DEV_FISCHER
ZT_CUSTOM_TABLE_02,Table,Z_SALES_EXT,Custom,2009-01-26,2012-03-19,EXT_CONSULT_02
ZT_CUSTOM_TABLE_03,Table,Z_MIGRATION_2011,Custom,2013-12-28,2014-07-25,DEV_LINDQVIST
ZT_CUSTOM_TABLE_04,Table,Z_MIGRATION_2011,Custom,2019-03-15,2019-05-06,DEV_OKAFOR
ZT_CUSTOM_TABLE_05,Table,Z_MIGRATION_2011,Custom,2016-11-24,2018-05-31,DEV_NOVAK
ZT_CUSTOM_TABLE_06,Table,Z_REPORTING,Custom,2015-03-06,2018-10-28,DEV_LINDQVIST
ZT_CUSTOM_TABLE_07,Table,Z_FINANCE_EXT,Custom,2011-12-28,2018-04-11,EXT_CONSULT_02
ZT_CUSTOM_TABLE_08,Table,Z_INTERFACES,Custom,2006-11-27,2025-10-24,DEV_BRANDT
ZT_CUSTOM_TABLE_09,Table,Z_LOGISTICS,Custom,2008-07-13,2024-12-02,EXT_CONSULT_02
ZT_CUSTOM_TABLE_10,Table,Z_SALES_EXT,Custom,2006-10-31,2012-02-08,DEV_TANAKA
ZT_CUSTOM_TABLE_11,Table,Z_MIGRATION_2011,Custom,2014-07-06,2024-11-22,EXT_CONSULT_02
ZT_CUSTOM_TABLE_12,Table,Z_REPORTING,Custom,2014-04-16,2020-02-16,DEV_SANTOS
ZT_CUSTOM_TABLE_13,Table,Y_LEGACY_TOOLS,Custom,2016-06-29,2017-04-11,DEV_FISCHER
ZT_CUSTOM_TABLE_14,Table,Z_REPORTING,Custom,2007-06-28,2013-05-09,EXT_CONSULT_02
ZT_CUSTOM_TABLE_15,Table,Z_REPORTING,Custom,2016-10-26,2023-06-25,DEV_YILMAZ
ZT_CUSTOM_TABLE_16,Table,Z_SALES_EXT,Custom,2009-12-12,2017-11-12,EXT_CONSULT_02
ZT_CUSTOM_TABLE_17,Table,Z_SALES_EXT,Custom,2005-03-04,2009-08-02,DEV_YILMAZ
ZT_CUSTOM_TABLE_18,Table,Z_LOGISTICS,Custom,2008-01-30,2025-02-20,DEV_YILMAZ
ZFM_HELPER_001,Function Module,Z_FINANCE_EXT,Custom,2012-05-11,2014-09-09,DEV_BRANDT
ZFM_HELPER_002,Function Module,Z_REPORTING,Custom,2014-08-29,2017-12-10,DEV_LINDQVIST
ZFM_HELPER_003,Function Module,Z_REPORTING,Custom,2016-12-11,2023-11-22,DEV_SANTOS
ZFM_HELPER_004,Function Module,Z_INTERFACES,Custom,2017-07-14,2024-06-29,DEV_FISCHER
ZFM_HELPER_005,Function Module,Z_SALES_EXT,Custom,2013-11-27,2013-12-13,DEV_NOVAK
ZFM_HELPER_006,Function Module,Z_SALES_EXT,Custom,2015-04-25,2025-05-01,DEV_OKAFOR
ZFM_HELPER_007,Function Module,Y_LEGACY_TOOLS,Custom,2012-01-09,2024-11-29,DEV_NOVAK
ZFM_HELPER_008,Function Module,Z_INTERFACES,Custom,2014-01-27,2023-05-15,DEV_YILMAZ
ZFM_HELPER_009,Function Module,Z_SALES_EXT,Custom,2014-02-01,2014-06-20,DEV_FISCHER
ZFM_HELPER_010,Function Module,Z_LOGISTICS,Custom,2018-11-12,2023-02-28,DEV_FISCHER
ZFM_HELPER_011,Function Module,Z_SALES_EXT,Custom,2014-10-18,2016-05-17,DEV_SANTOS
ZFM_HELPER_012,Function Module,Z_REPORTING,Custom,2018-03-18,2022-06-29,EXT_CONSULT_01
ZFM_HELPER_013,Function Module,Z_SALES_EXT,Custom,2013-11-17,2019-12-17,DEV_FISCHER
ZFM_HELPER_014,Function Module,Z_LOGISTICS,Custom,2012-06-21,2015-10-09,DEV_OKAFOR
ZFM_HELPER_015,Function Module,Z_INTERFACES,Custom,2019-03-16,2020-04-12,EXT_CONSULT_01
ZFM_HELPER_016,Function Module,Z_INTERFACES,Custom,2009-05-08,2016-11-02,DEV_FISCHER
ZFM_HELPER_017,Function Module,Z_MIGRATION_2011,Custom,2019-06-24,2020-08-27,DEV_SANTOS
ZFM_HELPER_018,Function Module,Z_SALES_EXT,Custom,2008-04-14,2013-09-27,DEV_SANTOS
ZFM_HELPER_019,Function Module,Z_LOGISTICS,Custom,2018-07-06,2019-09-19,DEV_OKAFOR
ZFM_HELPER_020,Function Module,Z_LOGISTICS,Custom,2019-02-01,2024-07-16,DEV_TANAKA
ZFM_HELPER_021,Function Module,Y_LEGACY_TOOLS,Custom,2017-08-24,2025-07-10,EXT_CONSULT_02
ZFM_HELPER_022,Function Module,Z_REPORTING,Custom,2017-08-30,2024-03-18,EXT_CONSULT_02
ZSD_ORDER_UNBLOCK,Program,Z_SALES_EXT,Custom,2011-06-14,2019-02-08,DEV_KRAUS
ZFI_MASS_REVERSAL,Program,Z_FINANCE_EXT,Custom,2013-03-02,2016-01-20,DEV_KRAUS
ZMM_STOCK_SYNC,Program,Z_INTERFACES,Custom,2012-04-01,2019-02-02,DEV_LINDQVIST
ZMM_STOCK_HELPER,Function Module,Z_INTERFACES,Custom,2014-11-12,2015-07-14,DEV_TANAKA
ZFI_CUSTOM_POST,Program,FI_CORE,Custom,2009-09-09,2018-12-02,DEV_YILMAZ
ZSD_INVOICE_CHECK,Program,Z_SALES_EXT,Custom,2008-04-01,2025-11-10,DEV_YILMAZ
Zsd_Invoice_Check,Program,Z_SALES_EXT,Custom,2014-11-17,2015-04-06,DEV_FISCHER
Z_LEGACY_MIG_01,Program,Z_MIGRATION_2011,Custom,2012-11-05,2012-05-31,DEV_KRAUS
Z_LEGACY_MIG_02,Program,Z_MIGRATION_2011,Custom,2011-09-28,2014-08-03,DEV_KRAUS
Z_LEGACY_MIG_03,Program,Z_MIGRATION_2011,Custom,2012-07-14,2012-03-18,DEV_KRAUS
Z_LEGACY_MIG_04,Program,Z_MIGRATION_2011,Custom,2010-04-27,2014-01-25,DEV_KRAUS
Z_LEGACY_MIG_05,Program,Z_MIGRATION_2011,Custom,2011-08-11,2012-06-06,DEV_KRAUS
Z_LEGACY_MIG_06,Program,Z_MIGRATION_2011,Custom,2010-07-04,2015-06-13,DEV_KRAUS
Z_LEGACY_MIG_07,Program,Z_MIGRATION_2011,Custom,2012-11-04,2014-02-26,DEV_KRAUS
Z_LEGACY_MIG_08,Program,Z_MIGRATION_2011,Custom,2012-08-05,2015-04-03,DEV_KRAUS
Z_LEGACY_MIG_09,Program,Z_MIGRATION_2011,Custom,2010-03-26,2014-07-10,DEV_KRAUS
Z_LEGACY_MIG_10,Program,Z_MIGRATION_2011,Custom,2011-01-21,2013-10-20,DEV_KRAUS
Z_LEGACY_MIG_11,Program,Z_MIGRATION_2011,Custom,2012-09-01,2014-10-23,DEV_KRAUS
